28/06/2021,14:23:05.864,1,000,060,001
28/06/2021,14:23:06.161,2,000,060,067
28/06/2021,14:23:06.489,1,000,060,029
28/06/2021,14:23:07.059,1,000,064,002
28/06/2021,14:23:07.357,2,000,064,111
28/06/2021,14:23:07.671,1,000,064,025
28/06/2021,14:23:08.345,1,000,067,017
28/06/2021,14:23:12.009,2,000,067,048
28/06/2021,14:23:12.030,2,000,060,056
28/06/2021,14:23:12.048,2,000,064,084
28/06/2021,14:28:33.163,1,000,060,023
28/06/2021,14:28:33.594,2,000,060,059
28/06/2021,14:28:34.314,1,000,062,025
28/06/2021,14:28:34.554,2,000,062,058
28/06/2021,14:28:35.029,1,000,064,026
28/06/2021,14:28:35.197,2,000,064,069
28/06/2021,14:28:35.534,1,000,062,023
28/06/2021,14:28:35.685,2,000,062,067
28/06/2021,14:28:35.971,1,000,060,032
28/06/2021,14:28:36.081,2,000,060,042
28/06/2021,14:28:42.145,1,000,067,034
28/06/2021,14:28:42.164,1,000,060,049
28/06/2021,14:28:42.181,1,000,064,056
28/06/2021,14:28:42.237,2,000,060,127
28/06/2021,14:28:42.258,2,000,067,127
28/06/2021,14:28:42.298,2,000,064,127
28/06/2021,14:28:44.681,1,000,060,027
28/06/2021,14:28:44.788,2,000,060,054
28/06/2021,14:28:44.980,1,000,060,014
28/06/2021,14:28:45.098,2,000,060,028
28/06/2021,14:28:45.234,1,000,060,023
28/06/2021,14:28:45.316,2,000,060,072
28/06/2021,14:28:45.470,1,000,060,022
28/06/2021,14:28:45.533,2,000,060,064
28/06/2021,14:28:45.693,1,000,060,097
28/06/2021,14:28:45.782,2,000,060,093
28/06/2021,14:28:45.882,1,000,060,080
28/06/2021,14:28:45.991,2,000,060,081
28/06/2021,14:28:46.103,1,000,060,071
28/06/2021,14:28:46.214,2,000,060,092
28/06/2021,14:28:46.308,1,000,060,093
28/06/2021,14:28:46.446,2,000,060,083
28/06/2021,14:28:46.836,1,000,062,045
28/06/2021,14:28:46.931,2,000,062,032
28/06/2021,14:28:47.069,1,000,062,031
28/06/2021,14:28:47.134,2,000,062,068
28/06/2021,14:28:47.257,1,000,062,029
28/06/2021,14:28:47.321,2,000,062,087
28/06/2021,14:28:47.452,1,000,062,024
28/06/2021,14:28:47.515,2,000,062,092
28/06/2021,14:28:47.665,1,000,062,098
28/06/2021,14:28:47.840,2,000,062,125
28/06/2021,14:28:48.023,1,000,062,089
28/06/2021,14:28:48.187,2,000,062,097
28/06/2021,14:28:49.195,1,000,067,045
28/06/2021,14:28:49.212,1,000,064,054
28/06/2021,14:28:49.230,1,000,060,031
28/06/2021,14:28:49.849,2,000,060,127
28/06/2021,14:28:49.866,2,000,064,127
28/06/2021,14:28:49.884,2,000,067,127
28/06/2021,14:28:57.767,1,000,072,037
28/06/2021,14:28:58.734,2,000,072,127
28/06/2021,14:28:59.859,1,000,072,034
28/06/2021,14:29:00.546,2,000,072,127
28/06/2021,14:29:01.860,1,000,074,018
28/06/2021,14:29:02.577,2,000,074,127
28/06/2021,14:29:03.264,1,000,074,031
28/06/2021,14:29:03.643,2,000,074,127
28/06/2021,14:29:05.094,1,000,076,031
28/06/2021,14:29:06.152,2,000,076,010
28/06/2021,14:29:07.302,1,000,076,018
28/06/2021,14:29:08.153,2,000,076,013
28/06/2021,14:29:09.061,1,000,077,011
28/06/2021,14:29:10.374,2,000,077,005
28/06/2021,14:29:11.746,1,000,077,099
28/06/2021,14:29:11.810,2,000,077,127
28/06/2021,14:29:16.323,1,000,084,015
28/06/2021,14:29:17.079,2,000,084,006
28/06/2021,14:29:18.497,1,000,086,010
28/06/2021,14:29:20.141,2,000,086,001
28/06/2021,14:29:27.420,1,000,048,042
28/06/2021,14:29:27.924,2,000,048,042
28/06/2021,14:29:28.162,1,000,055,031
28/06/2021,14:29:28.207,2,000,055,110
28/06/2021,14:29:28.831,1,000,060,021
28/06/2021,14:29:29.014,2,000,060,021
28/06/2021,14:29:29.437,1,000,065,017
28/06/2021,14:29:30.131,2,000,065,031
28/06/2021,14:29:30.155,1,000,070,015
28/06/2021,14:29:30.912,1,000,075,013
28/06/2021,14:29:31.162,2,000,075,042
28/06/2021,14:29:31.199,2,000,070,013
28/06/2021,14:29:31.468,1,000,075,024
28/06/2021,14:29:31.552,2,000,075,024
28/06/2021,14:29:31.797,1,000,075,027
28/06/2021,14:29:31.855,2,000,075,054
28/06/2021,14:29:32.028,1,000,075,042
28/06/2021,14:29:32.113,2,000,075,065
28/06/2021,14:29:32.229,1,000,075,049
28/06/2021,14:29:32.277,2,000,075,045
28/06/2021,14:29:32.393,1,000,075,057
28/06/2021,14:29:32.443,2,000,075,053
28/06/2021,14:29:32.538,1,000,075,063
28/06/2021,14:29:32.576,2,000,075,067
28/06/2021,14:29:32.664,1,000,075,069
28/06/2021,14:29:32.716,2,000,075,124
28/06/2021,14:29:32.798,1,000,075,073
28/06/2021,14:29:32.851,2,000,075,098
28/06/2021,14:29:32.922,1,000,075,071
