level_0,index,date,time,action,channel,note,velocity,datetime,timestamp
278,2374,29/06/2021,12:54:53.281,2,0,50,92,2021-06-29 12:54:53.281,1624960493.281
279,2375,29/06/2021,12:54:53.365,2,0,38,64,2021-06-29 12:54:53.365,1624960493.365
280,2376,29/06/2021,12:54:53.436,2,0,74,55,2021-06-29 12:54:53.436,1624960493.436
281,2377,29/06/2021,12:54:53.466,2,0,72,43,2021-06-29 12:54:53.466,1624960493.466
282,2378,29/06/2021,12:54:53.486,2,0,80,5,2021-06-29 12:54:53.486,1624960493.486
283,2379,29/06/2021,12:54:53.554,2,0,77,24,2021-06-29 12:54:53.554,1624960493.554
284,2380,29/06/2021,12:54:53.937,1,0,80,13,2021-06-29 12:54:53.937,1624960493.937
285,2381,29/06/2021,12:54:53.956,1,0,75,11,2021-06-29 12:54:53.956,1624960493.956
286,2382,29/06/2021,12:54:53.977,1,0,71,18,2021-06-29 12:54:53.977,1624960493.977
287,2383,29/06/2021,12:54:54.022,1,0,43,5,2021-06-29 12:54:54.022,1624960494.022
288,2384,29/06/2021,12:54:54.081,1,0,77,15,2021-06-29 12:54:54.081,1624960494.081
289,2385,29/06/2021,12:54:54.122,1,0,31,15,2021-06-29 12:54:54.122,1624960494.122
290,2386,29/06/2021,12:54:54.406,2,0,31,127,2021-06-29 12:54:54.406,1624960494.406
291,2387,29/06/2021,12:54:54.508,2,0,43,125,2021-06-29 12:54:54.508,1624960494.508
292,2388,29/06/2021,12:54:54.860,2,0,80,22,2021-06-29 12:54:54.860,1624960494.86
293,2389,29/06/2021,12:54:54.954,2,0,77,21,2021-06-29 12:54:54.954,1624960494.954
294,2390,29/06/2021,12:54:55.086,2,0,75,19,2021-06-29 12:54:55.086,1624960495.086
295,2391,29/06/2021,12:54:55.268,2,0,71,60,2021-06-29 12:54:55.268,1624960495.268
296,2392,29/06/2021,12:54:55.476,1,0,36,13,2021-06-29 12:54:55.476,1624960495.476
297,2393,29/06/2021,12:54:55.507,1,0,48,12,2021-06-29 12:54:55.507,1624960495.507
298,2394,29/06/2021,12:54:55.852,1,0,70,11,2021-06-29 12:54:55.852,1624960495.852
299,2395,29/06/2021,12:54:55.886,1,0,75,16,2021-06-29 12:54:55.886,1624960495.886
300,2396,29/06/2021,12:54:55.945,1,0,74,24,2021-06-29 12:54:55.945,1624960495.945
301,2397,29/06/2021,12:54:55.986,1,0,79,11,2021-06-29 12:54:55.986,1624960495.986
302,2398,29/06/2021,12:54:56.783,2,0,48,52,2021-06-29 12:54:56.783,1624960496.783
303,2399,29/06/2021,12:54:57.062,1,0,48,14,2021-06-29 12:54:57.062,1624960497.062
304,2400,29/06/2021,12:54:57.289,2,0,48,39,2021-06-29 12:54:57.289,1624960497.289
305,2401,29/06/2021,12:54:57.372,2,0,36,46,2021-06-29 12:54:57.372,1624960497.372
306,2402,29/06/2021,12:54:57.391,2,0,70,10,2021-06-29 12:54:57.391,1624960497.391
307,2403,29/06/2021,12:54:57.430,2,0,79,9,2021-06-29 12:54:57.430,1624960497.43
308,2404,29/06/2021,12:54:57.483,2,0,75,13,2021-06-29 12:54:57.483,1624960497.483
309,2405,29/06/2021,12:54:57.512,2,0,74,52,2021-06-29 12:54:57.512,1624960497.512
310,2406,29/06/2021,12:54:57.718,1,0,36,13,2021-06-29 12:54:57.718,1624960497.718
311,2407,29/06/2021,12:54:57.763,1,0,48,5,2021-06-29 12:54:57.763,1624960497.763
312,2408,29/06/2021,12:54:58.077,1,0,80,12,2021-06-29 12:54:58.077,1624960498.077
313,2409,29/06/2021,12:54:58.097,1,0,73,18,2021-06-29 12:54:58.097,1624960498.097
314,2410,29/06/2021,12:54:58.120,1,0,70,4,2021-06-29 12:54:58.120,1624960498.12
315,2411,29/06/2021,12:54:58.151,1,0,76,22,2021-06-29 12:54:58.151,1624960498.151
316,2412,29/06/2021,12:54:58.381,2,0,48,54,2021-06-29 12:54:58.381,1624960498.381
317,2413,29/06/2021,12:54:58.568,2,0,70,31,2021-06-29 12:54:58.568,1624960498.568
318,2414,29/06/2021,12:54:58.617,2,0,80,15,2021-06-29 12:54:58.617,1624960498.617
319,2415,29/06/2021,12:54:58.681,2,0,76,31,2021-06-29 12:54:58.681,1624960498.681
320,2416,29/06/2021,12:54:58.714,1,0,48,21,2021-06-29 12:54:58.714,1624960498.714
321,2417,29/06/2021,12:54:58.762,2,0,73,29,2021-06-29 12:54:58.762,1624960498.762
322,2418,29/06/2021,12:54:58.932,1,0,70,26,2021-06-29 12:54:58.932,1624960498.932
323,2419,29/06/2021,12:54:59.223,2,0,48,65,2021-06-29 12:54:59.223,1624960499.223
324,2420,29/06/2021,12:54:59.272,1,0,73,22,2021-06-29 12:54:59.272,1624960499.272
325,2421,29/06/2021,12:54:59.486,1,0,48,20,2021-06-29 12:54:59.486,1624960499.486
326,2422,29/06/2021,12:54:59.634,2,0,70,11,2021-06-29 12:54:59.634,1624960499.634
327,2423,29/06/2021,12:54:59.654,1,0,80,40,2021-06-29 12:54:59.654,1624960499.654
328,2424,29/06/2021,12:54:59.691,2,0,73,30,2021-06-29 12:54:59.691,1624960499.691
329,2425,29/06/2021,12:54:59.914,2,0,80,64,2021-06-29 12:54:59.914,1624960499.914
330,2426,29/06/2021,12:54:59.975,2,0,48,3,2021-06-29 12:54:59.975,1624960499.975
